miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT023741,hsa-miR-1-3p,Homo sapiens,YWHAZ,7534,Homo sapiens,qRT-PCR//Western blot,Functional MTI,24310399
MIRT023800,hsa-miR-1-3p,Homo sapiens,CCND1,595,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27247259
MIRT023927,hsa-miR-1-3p,Homo sapiens,MYOCD,93649,Homo sapiens,Western blot,Non-Functional MTI,20458751
MIRT024031,hsa-miR-1-3p,Homo sapiens,TKT,7086,Homo sapiens,Luciferase reporter assay//Quantitative proteomic approach//Western blot,Functional MTI,23921124
MIRT024058,hsa-miR-1-3p,Homo sapiens,CCL2,6347,Homo sapiens,ELISA//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,27541266
MIRT024107,hsa-miR-1-3p,Homo sapiens,CDK4,1019,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28159933
MIRT024107,hsa-miR-1-3p,Homo sapiens,CDK4,1019,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27247259
MIRT024114,hsa-let-7i-5p,Homo sapiens,COPS8,10920,Homo sapiens,Western blot,Functional MTI,21530537
MIRT024115,hsa-let-7i-5p,Homo sapiens,COPS6,10980,Homo sapiens,Western blot,Functional MTI,21530537
MIRT024116,hsa-let-7i-5p,Homo sapiens,GPS1,2873,Homo sapiens,Western blot,Functional MTI,21530537
MIRT024120,hsa-let-7g-5p,Homo sapiens,BMI1,648,Homo sapiens,Western blot;qRT-PCR,Functional MTI,20309945
MIRT024121,hsa-miR-200b-3p,Homo sapiens,KLHL20,27252,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024122,hsa-miR-200b-3p,Homo sapiens,ELMO2,63916,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024123,hsa-miR-200b-3p,Homo sapiens,PTPRD,5789,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024125,hsa-miR-200b-3p,Homo sapiens,ERBIN,55914,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024126,hsa-miR-200b-3p,Homo sapiens,WDR37,22884,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024127,hsa-miR-200b-3p,Homo sapiens,TCF7L1,83439,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024128,hsa-miR-200b-3p,Homo sapiens,VAC14,55697,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024129,hsa-miR-200b-3p,Homo sapiens,HOXB5,3215,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024130,hsa-miR-200b-3p,Homo sapiens,RIN2,54453,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024131,hsa-miR-200b-3p,Homo sapiens,RASSF2,9770,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024132,hsa-miR-200b-3p,Homo sapiens,KLF11,8462,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024133,hsa-miR-200b-3p,Homo sapiens,SEPT7,989,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024134,hsa-miR-200b-3p,Homo sapiens,SHC1,6464,Homo sapiens,Reporter assay,Functional MTI,20005803
MIRT024149,hsa-miR-221-3p,Homo sapiens,DVL2,1856,Homo sapiens,Western blot;qRT-PCR,Functional MTI,21487968
MIRT024171,hsa-miR-221-3p,Homo sapiens,WEE1,7465,Homo sapiens,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT024205,hsa-miR-221-3p,Homo sapiens,HECTD2,143279,Homo sapiens,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23770851
MIRT024208,hsa-miR-221-3p,Homo sapiens,MEOX2,4223,Homo sapiens,Western blot;qRT-PCR,Functional MTI,20516212
MIRT024209,hsa-miR-221-3p,Homo sapiens,ZEB2,9839,Homo sapiens,Reporter assay;Western blot;qRT-PCR,Functional MTI,20516212
MIRT024327,hsa-miR-215-5p,Homo sapiens,ALCAM,214,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,21119604
MIRT024341,hsa-miR-215-5p,Homo sapiens,RB1,5925,Homo sapiens,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23981575
MIRT024546,hsa-miR-215-5p,Homo sapiens,XIAP,331,Homo sapiens,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916
MIRT024965,hsa-miR-214-3p,Homo sapiens,ARL2,402,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25621032
MIRT024967,hsa-miR-214-3p,Homo sapiens,SRGAP2,23380,Homo sapiens,Reporter assay,Functional MTI,21276775
MIRT024968,hsa-miR-212-3p,Homo sapiens,CCNA2,890,Homo sapiens,Western blot;qRT-PCR,Functional MTI,21329664
MIRT024969,hsa-miR-212-3p,Homo sapiens,CCNB1,891,Homo sapiens,Western blot;qRT-PCR,Functional MTI,21329664
MIRT024970,hsa-miR-205-5p,Homo sapiens,YES1,7525,Homo sapiens,Reporter assay,Functional MTI,21330408
MIRT024971,hsa-miR-205-5p,Homo sapiens,SRC,6714,Homo sapiens,Reporter assay,Functional MTI,21330408
MIRT024977,hsa-miR-204-5p,Homo sapiens,HMGA2,8091,Homo sapiens,Luciferase reporter assay,Functional MTI,27095441
MIRT024977,hsa-miR-204-5p,Homo sapiens,HMGA2,8091,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26406941
MIRT024984,hsa-miR-204-5p,Homo sapiens,MMP9,4318,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,28280358
MIRT025034,hsa-miR-181c-5p,Homo sapiens,IL2,3558,Homo sapiens,Reporter assay;qRT-PCR;Other,Functional MTI,21112091
MIRT025042,hsa-miR-181a-5p,Homo sapiens,RASSF6,166824,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28043911
MIRT025120,hsa-miR-181a-5p,Homo sapiens,MAP2K1,5604,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23911747
MIRT025200,hsa-miR-181a-5p,Homo sapiens,DDX3X,1654,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22492871
MIRT025201,hsa-miR-181a-5p,Homo sapiens,KRAS,3845,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23752186
MIRT025201,hsa-miR-181a-5p,Homo sapiens,KRAS,3845,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27517749
MIRT025215,hsa-miR-34a-5p,Homo sapiens,ACSL4,2182,Homo sapiens,Proteomics//Reporter assay;Proteomics,Functional MTI,21566225
MIRT025233,hsa-miR-34a-5p,Homo sapiens,MTA2,9219,Homo sapiens,Reporter assay;Western blot;Other,Functional MTI,20018894
MIRT025257,hsa-miR-34a-5p,Homo sapiens,GAS1,2619,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24220341
MIRT025380,hsa-miR-34a-5p,Homo sapiens,LEF1,51176,Homo sapiens,Reporter assay;Proteomics,Functional MTI,21566225
MIRT025380,hsa-miR-34a-5p,Homo sapiens,LEF1,51176,Homo sapiens,Luciferase reporter assay//Western blot//Microarray,Functional MTI,25587085
MIRT025380,hsa-miR-34a-5p,Homo sapiens,LEF1,51176,Homo sapiens,qRT-PCR//Western blot,Functional MTI,28098757
MIRT025381,hsa-miR-34a-5p,Homo sapiens,ACSL1,2180,Homo sapiens,Reporter assay;Proteomics//Proteomics,Functional MTI,21566225
MIRT025416,hsa-miR-34a-5p,Homo sapiens,IGF2BP3,10643,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28399871
MIRT025431,hsa-miR-34a-5p,Homo sapiens,LDHA,3939,Homo sapiens,Reporter assay;Proteomics,Functional MTI,21566225
MIRT025431,hsa-miR-34a-5p,Homo sapiens,LDHA,3939,Homo sapiens,Luciferase reporter assay,Functional MTI,26902416
MIRT025556,hsa-miR-34a-5p,Homo sapiens,CDKN2A,1029,Homo sapiens,Western blot,Non-Functional MTI,21128241
MIRT025557,hsa-miR-34a-5p,Homo sapiens,HDAC1,3065,Homo sapiens,Reporter assay;Proteomics,Functional MTI,21566225
MIRT025557,hsa-miR-34a-5p,Homo sapiens,HDAC1,3065,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23836017
MIRT025557,hsa-miR-34a-5p,Homo sapiens,HDAC1,3065,Homo sapiens,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,26035691
MIRT025557,hsa-miR-34a-5p,Homo sapiens,HDAC1,3065,Homo sapiens,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28123637
MIRT025585,hsa-miR-34a-5p,Homo sapiens,CDKN2C,1031,Homo sapiens,Reporter assay;qRT-PCR,Functional MTI,21128241
MIRT025586,hsa-miR-10b-5p,Homo sapiens,NR4A3,8013,Homo sapiens,Reporter assay,Non-Functional MTI,21642433
MIRT025587,hsa-miR-10b-5p,Homo sapiens,NRP2,8828,Homo sapiens,Reporter assay,Non-Functional MTI,21642433
MIRT025722,hsa-miR-7-5p,Homo sapiens,RELA,5970,Homo sapiens,qRT-PCR//Western blot,Functional MTI,25232110
MIRT025722,hsa-miR-7-5p,Homo sapiens,RELA,5970,Homo sapiens,ChIP-seq//Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,26261179
MIRT025722,hsa-miR-7-5p,Homo sapiens,RELA,5970,Homo sapiens,qRT-PCR//Western blot,Functional MTI,25814668
MIRT025730,hsa-miR-7-5p,Homo sapiens,ILF3,3609,Homo sapiens,Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,27519414
MIRT025791,hsa-miR-7-5p,Homo sapiens,KMT5A,387893,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,23720754
MIRT025792,hsa-miR-7-5p,Homo sapiens,NDUFA4,4697,Homo sapiens,Western blot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,28325285
MIRT025794,hsa-miR-7-5p,Homo sapiens,KEAP1,9817,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26453926
MIRT025871,hsa-miR-7-5p,Homo sapiens,SIRT2,22933,Homo sapiens,Luciferase reporter assay,Functional MTI,27158385
MIRT025886,hsa-miR-7-5p,Homo sapiens,SMARCD1,6602,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26542803
MIRT025969,hsa-miR-30d-5p,Homo sapiens,RUNX2,860,Homo sapiens,Reporter assay;Western blot,Functional MTI,21767385
MIRT026000,hsa-miR-148a-3p,Homo sapiens,PBXIP1,57326,Homo sapiens,Luciferase reporter assay,Functional MTI,23321675
MIRT026017,hsa-miR-148a-3p,Homo sapiens,CDC25B,994,Homo sapiens,Reporter assay;Western blot;Other,Functional MTI,21709669
MIRT026023,hsa-miR-199a-3p,Homo sapiens,MTOR,2475,Homo sapiens,Immunofluorescence//Microarray//QRTPCR//Western blot,Functional MTI,24810336
MIRT026023,hsa-miR-199a-3p,Homo sapiens,MTOR,2475,Homo sapiens,Luciferase reporter assay//Wetsern blot//qRT-PCR,Functional MTI,24378853
MIRT026023,hsa-miR-199a-3p,Homo sapiens,MTOR,2475,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26051997
MIRT026023,hsa-miR-199a-3p,Homo sapiens,MTOR,2475,Homo sapiens,Immunofluorescence//qRT-PCR//Western blot//Immunohistochemistry analysis,Functional MTI,25854175
MIRT026103,hsa-miR-192-5p,Homo sapiens,NOB1,28987,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26743688
MIRT026131,hsa-miR-192-5p,Homo sapiens,XIAP,331,Homo sapiens,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916
MIRT026513,hsa-miR-192-5p,Homo sapiens,ITGB1,3688,Homo sapiens,Immunofluorescence//Luciferase reporter assay//Western blot,Functional MTI,26506238
MIRT026587,hsa-miR-192-5p,Homo sapiens,ITGAV,3685,Homo sapiens,Immunofluorescence//Luciferase reporter assay//Western blot,Functional MTI,26506238
MIRT026630,hsa-miR-192-5p,Homo sapiens,DHFR,1719,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26506238
MIRT026884,hsa-miR-192-5p,Homo sapiens,DICER1,23405,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24223844
MIRT026978,hsa-miR-107,Homo sapiens,AGO1,26523,Homo sapiens,Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,23426184
MIRT026981,hsa-miR-106a-5p,Homo sapiens,PTEN,5728,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24108762
MIRT026981,hsa-miR-106a-5p,Homo sapiens,PTEN,5728,Homo sapiens,qRT-PCR//Western blot,Functional MTI,26306906
MIRT026981,hsa-miR-106a-5p,Homo sapiens,PTEN,5728,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26097565
MIRT027144,hsa-miR-103a-3p,Homo sapiens,RAD51,5888,Homo sapiens,Luciferase reporter assay,Functional MTI,24088786
MIRT027234,hsa-miR-103a-3p,Homo sapiens,CDK6,1021,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26160438
MIRT027237,hsa-miR-29b-3p,Homo sapiens,PIK3R1,5295,Homo sapiens,Western blot,Functional MTI,24147037
MIRT027237,hsa-miR-29b-3p,Homo sapiens,PIK3R1,5295,Homo sapiens,Flow//Luciferase reporter assay//qRT-PCR//Western blot//ChIP-PCR,Functional MTI,25356754
MIRT027238,hsa-miR-29b-3p,Homo sapiens,IMPDH1,3614,Homo sapiens,Reporter assay,Non-Functional MTI,17724173
MIRT027239,hsa-miR-29b-3p,Homo sapiens,MYCN,4613,Homo sapiens,Reporter assay,Functional MTI,21654684
MIRT027248,hsa-miR-101-3p,Homo sapiens,VEGFA,7422,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,23608225
MIRT027248,hsa-miR-101-3p,Homo sapiens,VEGFA,7422,Homo sapiens,Luciferase reporter assay,Functional MTI,25658842
MIRT027282,hsa-miR-101-3p,Homo sapiens,RAC1,5879,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28109909
MIRT027307,hsa-miR-101-3p,Homo sapiens,MEIS1,4211,Homo sapiens,Western blot,Functional MTI,18308931
MIRT027394,hsa-miR-99a-5p,Homo sapiens,AGO2,27161,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24732044
MIRT027449,hsa-miR-98-5p,Homo sapiens,IL6,3569,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,26367177
MIRT027449,hsa-miR-98-5p,Homo sapiens,IL6,3569,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26587789
MIRT027601,hsa-miR-98-5p,Homo sapiens,PGRMC1,10857,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22492871
MIRT027665,hsa-miR-98-5p,Homo sapiens,HK2,3099,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28025745
MIRT027862,hsa-miR-98-5p,Homo sapiens,NRAS,4893,Homo sapiens,Immunofluorescence//In situ hybridization//Microarray//qRT-PCR//Western blot,Functional MTI,26244871
MIRT027958,hsa-miR-93-5p,Homo sapiens,RAB11FIP1,80223,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27279231
MIRT027974,hsa-miR-93-5p,Homo sapiens,TGFBR2,7048,Homo sapiens,ELISA//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24606633
MIRT028122,hsa-miR-93-5p,Homo sapiens,STK11,6794,Homo sapiens,Luciferase reporter assay,Functional MTI,28382150
MIRT028158,hsa-miR-93-5p,Homo sapiens,CERS2,29956,Homo sapiens,Western blot,Functional MTI,27099514
MIRT028173,hsa-miR-93-5p,Homo sapiens,PHLPP2,23035,Homo sapiens,Luciferase reporter assay,Functional MTI,25823655
MIRT028210,hsa-miR-33a-5p,Homo sapiens,PIM3,415116,Homo sapiens,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25971209
MIRT028216,hsa-miR-33a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Luciferase reporter assay,Functional MTI,25891797
MIRT028248,hsa-miR-33a-5p,Homo sapiens,PIM1,5292,Homo sapiens,Reporter assay,Functional MTI,21743487
MIRT028374,hsa-miR-32-5p,Homo sapiens,RGS17,26575,Homo sapiens,Western blot,Functional MTI,26185539
MIRT028376,hsa-miR-32-5p,Homo sapiens,PHLPP2,23035,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26276160
MIRT028478,hsa-miR-30a-5p,Homo sapiens,MTDH,92140,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,23851509
MIRT028478,hsa-miR-30a-5p,Homo sapiens,MTDH,92140,Homo sapiens,Luciferase reporter assay,Functional MTI,26884832
MIRT028543,hsa-miR-30a-5p,Homo sapiens,VIM,7431,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24447545
MIRT028618,hsa-miR-30a-5p,Homo sapiens,RUNX2,860,Homo sapiens,Reporter assay;Western blot,Functional MTI,21767385
MIRT028618,hsa-miR-30a-5p,Homo sapiens,RUNX2,860,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25264196
MIRT028618,hsa-miR-30a-5p,Homo sapiens,RUNX2,860,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26449831
MIRT028618,hsa-miR-30a-5p,Homo sapiens,RUNX2,860,Homo sapiens,Western blot,Functional MTI,26708080
MIRT028683,hsa-miR-29a-3p,Homo sapiens,COL3A1,1281,Homo sapiens,Luciferase reporter assay,Functional MTI,22745231
MIRT028683,hsa-miR-29a-3p,Homo sapiens,COL3A1,1281,Homo sapiens,Next Generation Sequencing (NGS)//qRT-PCR//Western blot,Functional MTI,26199111
MIRT028712,hsa-miR-27a-3p,Homo sapiens,PLAG1,5324,Homo sapiens,Luciferase reporter assay,Functional MTI,27013583
MIRT028744,hsa-miR-27a-3p,Homo sapiens,TP53,7157,Homo sapiens,Luciferase reporter assay,Functional MTI,26687066
MIRT029651,hsa-miR-26b-5p,Homo sapiens,CHORDC1,26973,Homo sapiens,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,25342750
MIRT029832,hsa-miR-26b-5p,Homo sapiens,PLOD2,5352,Homo sapiens,Luciferase reporter assay,Functional MTI,27310702
MIRT030360,hsa-miR-25-3p,Homo sapiens,MAP2K4,6416,Homo sapiens,Western blot,Functional MTI,27353001
MIRT030383,hsa-miR-24-3p,Homo sapiens,H2AFX,3014,Homo sapiens,Reporter assay;Western blot;qRT-PCR,Functional MTI,19377482
MIRT030383,hsa-miR-24-3p,Homo sapiens,H2AFX,3014,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,24854275
MIRT030383,hsa-miR-24-3p,Homo sapiens,H2AFX,3014,Homo sapiens,GFP reporter assay//Immunoprecipitaion//LacZ reporter assay//Luciferase reporter assay,Functional MTI,28386126
MIRT030440,hsa-miR-24-3p,Homo sapiens,CARD10,29775,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26252200
MIRT030445,hsa-miR-24-3p,Homo sapiens,PAK4,10298,Homo sapiens,Luciferase reporter assay,Functional MTI,23071155
MIRT030483,hsa-miR-24-3p,Homo sapiens,EIF2S3,1968,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,24234653
MIRT030503,hsa-miR-24-3p,Homo sapiens,CDK1,983,Homo sapiens,Microarray//Reporter assay;Western blot;qRT-PCR;Microarray;Other,Functional MTI,19748357
MIRT030547,hsa-miR-24-3p,Homo sapiens,BCL2L11,10018,Homo sapiens,Western blot,Functional MTI,18308931
MIRT030547,hsa-miR-24-3p,Homo sapiens,BCL2L11,10018,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26758252
MIRT030548,hsa-miR-24-3p,Homo sapiens,DEDD,9191,Homo sapiens,Western blot,Functional MTI,20138800
MIRT030548,hsa-miR-24-3p,Homo sapiens,DEDD,9191,Homo sapiens,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28000900
MIRT030550,hsa-miR-24-3p,Homo sapiens,TMED7,51014,Homo sapiens,Western blot,Functional MTI,19748357
MIRT030553,hsa-miR-24-3p,Homo sapiens,STX16,8675,Homo sapiens,Western blot;Other,Functional MTI,17150773
MIRT030554,hsa-miR-24-3p,Homo sapiens,DHFRP1,573971,Homo sapiens,Reporter assay,Functional MTI,20816961
MIRT030555,hsa-miR-24-3p,Homo sapiens,CHEK1,1111,Homo sapiens,Reporter assay;Western blot;qRT-PCR;Other,Functional MTI,19748357
MIRT030627,hsa-miR-24-3p,Homo sapiens,CORO1A,11151,Homo sapiens,Western blot,Functional MTI,20138800
MIRT030631,hsa-miR-24-3p,Homo sapiens,PCNA,5111,Homo sapiens,Reporter assay;Western blot;qRT-PCR,Functional MTI,19748357
MIRT030657,hsa-miR-22-3p,Homo sapiens,RAB5B,5869,Homo sapiens,Chromatin immunoprecipitation//FACS//Immunohistochemistry//Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//Northern blot//qRT-PCR//Western blot,Functional MTI,27569217
MIRT030694,hsa-miR-21-5p,Homo sapiens,SOX2,6657,Homo sapiens,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26558781
MIRT030717,hsa-miR-21-5p,Homo sapiens,VEGFA,7422,Homo sapiens,Western blot;qRT-PCR,Functional MTI,21544242
MIRT030837,hsa-miR-21-5p,Homo sapiens,SERPINI1,5274,Homo sapiens,Flow//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22464652
MIRT030838,hsa-miR-21-5p,Homo sapiens,DDAH1,23576,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26455824
MIRT030838,hsa-miR-21-5p,Homo sapiens,DDAH1,23576,Homo sapiens,qRT-PCR//Western blot,Functional MTI,26741162
MIRT030844,hsa-miR-21-5p,Homo sapiens,TGFB2,7042,Homo sapiens,Luciferase reporter assay,Functional MTI,27388239
MIRT030860,hsa-miR-21-5p,Homo sapiens,PIK3R1,5295,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26676464
MIRT030954,hsa-miR-21-5p,Homo sapiens,PTPN14,5784,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25803229
MIRT031019,hsa-miR-21-5p,Homo sapiens,AKT2,208,Homo sapiens,Western blot;Other,Functional MTI,20048743
MIRT031059,hsa-miR-21-5p,Homo sapiens,FBXO11,80204,Homo sapiens,Luciferase reporter assay,Functional MTI,25589783
MIRT031078,hsa-miR-21-5p,Homo sapiens,YOD1,55432,Homo sapiens,qRT-PCR//Western blot,Functional MTI,22227207
MIRT031079,hsa-miR-21-5p,Homo sapiens,STAT3,6774,Homo sapiens,Western blot;Other,Functional MTI,20048743
MIRT031079,hsa-miR-21-5p,Homo sapiens,STAT3,6774,Homo sapiens,ELISA//qRT-PCR//Western blot,Non-Functional MTI,23998932
MIRT031079,hsa-miR-21-5p,Homo sapiens,STAT3,6774,Homo sapiens,Western blot,Functional MTI,26549725
MIRT031082,hsa-miR-20a-5p,Homo sapiens,ARHGAP12,94134,Homo sapiens,Reporter assay,Functional MTI,21751348
MIRT031083,hsa-miR-20a-5p,Homo sapiens,TSG101,7251,Homo sapiens,Reporter assay,Functional MTI,21751348
MIRT031114,hsa-miR-19b-3p,Homo sapiens,HIPK1,204851,Homo sapiens,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23868977
MIRT031156,hsa-miR-19b-3p,Homo sapiens,SMAD4,4089,Homo sapiens,Luciferase reporter assay,Functional MTI,23998804
MIRT031210,hsa-miR-19b-3p,Homo sapiens,MYCN,4613,Homo sapiens,Reporter assay,Functional MTI,21654684
MIRT031306,hsa-miR-19a-3p,Homo sapiens,DPYSL2,1808,Homo sapiens,Reporter assay,Functional MTI,21654684
